Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDN34,OUT046,2741.25
FDS01,OUT035,2988.5
NCG55,OUT045,1777.5
FDC11,OUT035,1549.5
FDX35,OUT018,3339.0
NCB06,OUT046,2524.5
FDR09,OUT019,2203.25
FDC53,OUT017,1681.5
FDY45,OUT013,4067.75
FDA22,OUT010,757.0
FDE02,OUT035,1673.5
FDW21,OUT045,1614.5
FDV34,OUT046,1259.0
FDS59,OUT049,1903.5
NCW17,OUT017,2134.5
NCK54,OUT046,1863.25
FDG17,OUT019,2015.25
FDG35,OUT017,2910.5
FDD08,OUT010,-1258.0
NCO07,OUT017,3429.5
FDJ10,OUT010,374.25
FDW36,OUT017,1782.5
FDW21,OUT010,-222.25
FDY19,OUT017,2005.5
DRE03,OUT013,814.25
NCC55,OUT049,724.0
FDH52,OUT010,-818.0
FDO09,OUT017,4309.5
FDU43,OUT045,3761.5
FDX09,OUT010,865.75
FDH40,OUT019,-506.25
FDW58,OUT017,1801.5
FDC47,OUT017,3686.5
NCR41,OUT035,1655.5
DRG49,OUT035,3995.0
FDC52,OUT027,3934.5
FDY13,OUT046,1228.25
FDY35,OUT013,825.75
FDI35,OUT017,2995.5
NCU18,OUT049,2332.5
FDY33,OUT018,2281.0
FDC15,OUT027,3940.0
FDU01,OUT049,3115.0
NCU42,OUT046,2678.75
NCV29,OUT018,2523.5
NCY30,OUT017,2988.5
FDQ46,OUT049,1894.0
FDG58,OUT027,3941.5
FDK33,OUT017,3492.5
NCD07,OUT045,1763.5
NCX29,OUT027,3724.5
NCT42,OUT013,2373.75
DRN59,OUT035,904.0
FDI44,OUT035,1426.5
FDA45,OUT049,2913.5
FDP31,OUT045,1037.5
FDY01,OUT046,1872.0
FDT09,OUT018,1899.5
DRH03,OUT027,2978.5
FDA36,OUT018,2695.5
NCF31,OUT017,2522.5
FDG14,OUT049,2556.5
FDG28,OUT027,5376.0
FDU14,OUT049,4058.0
FDY47,OUT019,249.0
FDI56,OUT049,1558.0
DRD01,OUT013,993.25
FDM22,OUT046,961.25
FDH33,OUT013,732.75
DRZ24,OUT013,1910.25
NCQ38,OUT046,1681.0
FDO16,OUT027,2828.5
FDU07,OUT027,3834.5
NCB07,OUT013,3083.25
FDU48,OUT045,2050.5
NCM43,OUT045,2542.5
FDR31,OUT010,436.25
DRK49,OUT018,410.5
NCI30,OUT010,1925.5
DRD60,OUT017,2972.0
NCG19,OUT046,3677.25
FDH12,OUT035,1833.5
FDM32,OUT035,1641.5
FDM27,OUT035,2654.5
NCU53,OUT027,4066.5
NCQ18,OUT046,1560.5
FDS10,OUT013,2881.75
FDB33,OUT027,3973.0
FDI12,OUT013,1457.25
NCW42,OUT013,3505.75
NCC06,OUT018,1761.5
FDW02,OUT017,2166.5
NCD43,OUT017,1765.5
FDM57,OUT018,1110.0
FDA58,OUT017,3838.5
FDK56,OUT046,2927.5
FDP52,OUT045,3632.5
FDW20,OUT018,1718.5
FDS52,OUT049,1732.5
NCT29,OUT018,1615.5
NCL54,OUT013,2802.75
FDC05,OUT045,3111.5
FDF34,OUT035,3318.5
FDP03,OUT027,3489.5
FDD32,OUT010,-510.5
FDZ10,OUT045,1980.5
FDZ40,OUT035,1051.5
FDD51,OUT018,448.5
NCY30,OUT019,945.25
FDP58,OUT017,3537.5
FDV49,OUT017,4282.5
FDY24,OUT019,-1005.5
NCO55,OUT017,1795.5
FDR13,OUT017,2026.5
FDS51,OUT017,1134.5
FDP26,OUT045,1604.5
NCB54,OUT027,3496.5
FDF32,OUT017,3229.5
FDN31,OUT018,2720.5
DRM48,OUT017,698.0
FDN20,OUT049,2798.0
DRL01,OUT046,3713.0
FDV56,OUT049,1880.5
DRH13,OUT027,3181.0
FDA03,OUT017,2474.5
FDF47,OUT027,4989.5
FDX32,OUT046,2374.5
FDX57,OUT049,1706.0
NCA30,OUT045,2915.5
FDO49,OUT013,902.75
FDL04,OUT019,-216.25
DRM48,OUT035,759.0
FDR16,OUT013,3422.75
NCC19,OUT018,2740.5
NCE42,OUT045,3639.5
FDY24,OUT017,1042.5
FDH19,OUT049,2896.0
FDJ46,OUT013,2789.25
FDN45,OUT010,1619.75
FDY08,OUT035,2400.5
FDZ37,OUT035,1602.5
NCT30,OUT045,696.5
DRY23,OUT018,448.0
NCZ30,OUT018,1651.5
FDC44,OUT018,1520.5
FDB45,OUT035,1842.5
FDY04,OUT013,2674.25
FDM27,OUT046,2555.5
FDZ43,OUT017,3958.5
FDT39,OUT019,570.25
NCC06,OUT019,122.25
FDL15,OUT027,3906.0
FDL57,OUT017,4210.5
FDU08,OUT046,1604.0
FDK40,OUT017,4278.5
FDQ12,OUT010,1718.0
FDS48,OUT017,2522.5
FDP09,OUT045,3299.5
FDW21,OUT049,1752.5
FDY25,OUT035,3028.5
DRE13,OUT017,1484.0
FDV43,OUT019,-1175.25
FDD22,OUT045,1722.5
FDM46,OUT019,-430.0
NCO30,OUT010,1010.75
FDM25,OUT046,2806.75
NCN41,OUT049,2045.0
FDU24,OUT045,1468.5
FDZ50,OUT046,2958.5
FDP45,OUT013,4049.25
NCM54,OUT045,1930.5
FDW10,OUT019,891.0
FDP20,OUT017,2157.5
FDK32,OUT046,2457.0
FDN52,OUT049,1550.0
FDM58,OUT045,1763.5
FDZ46,OUT027,3234.5
NCA18,OUT018,1575.0
FDD35,OUT046,1964.75
NCK31,OUT035,952.5
FDI40,OUT027,3105.0
FDT50,OUT019,-290.25
NCT06,OUT046,2602.0
FDT31,OUT035,3139.5
FDT45,OUT049,987.0
FDT13,OUT045,2913.5
FDO50,OUT045,1405.5
NCU18,OUT010,309.5
NCR54,OUT049,3160.0
NCO18,OUT018,2533.0
FDU09,OUT045,908.5
FDT13,OUT018,2707.0
FDE09,OUT046,1815.25
NCK53,OUT019,-281.75
FDG45,OUT049,3469.0
DRH15,OUT035,879.0
FDO21,OUT019,1711.5
FDD14,OUT027,4357.5
FDC09,OUT046,1709.75
FDH45,OUT027,2219.5
FDV32,OUT046,1067.0
FDG12,OUT035,2110.5
FDS32,OUT013,2318.75
NCL55,OUT018,3658.5
DRE01,OUT035,3955.0
DRE15,OUT049,1351.5
NCL42,OUT045,3812.5
FDP31,OUT013,1106.25
FDN33,OUT018,1263.0
FDZ59,OUT046,2658.0
FDE45,OUT010,925.75
FDJ07,OUT013,1939.75
FDQ45,OUT018,2702.0
FDM33,OUT027,4917.5
FDO15,OUT010,-616.0
FDM46,OUT013,1505.75
FDR03,OUT045,3246.5
FDY49,OUT018,2422.5
FDQ60,OUT045,1871.5
FDW10,OUT049,2900.0
FDO51,OUT049,898.0
FDJ40,OUT018,1517.5
FDS20,OUT018,2616.0
FDU45,OUT013,1885.75
FDV02,OUT035,2841.5
FDN09,OUT046,3836.75
NCM55,OUT027,4388.0
FDN23,OUT018,2068.5
FDY31,OUT010,407.75
FDW03,OUT010,-144.25
FDD14,OUT046,2893.5
FDV23,OUT017,2108.5
DRI03,OUT045,2718.0
FDN13,OUT035,1732.5
FDF45,OUT027,2496.5
FDU46,OUT035,1617.5
FDB57,OUT049,3671.0
FDV12,OUT049,1751.5
FDQ58,OUT013,2448.25
NCA18,OUT017,1938.5
FDH52,OUT049,1158.0
FDM24,OUT018,2153.0
NCP43,OUT027,4310.0
NCO18,OUT019,895.75
FDM32,OUT017,1591.5
NCL07,OUT017,731.5
FDK03,OUT013,4066.75
FDP59,OUT017,1798.5
FDQ24,OUT049,4057.0
FDQ16,OUT018,1491.0
FDU44,OUT013,2629.75
FDH28,OUT010,-1228.75
FDV28,OUT019,-1274.25
FDM22,OUT045,877.5
FDR56,OUT046,3146.0
FDV39,OUT049,3233.0
FDU37,OUT019,-557.25
FDQ11,OUT010,2183.25
FDX02,OUT045,3471.5
NCS42,OUT018,1190.0
FDY57,OUT027,3016.5
FDB21,OUT049,3902.5
FDE28,OUT017,3765.5
FDQ55,OUT017,1977.5
FDA48,OUT049,3611.0
FDZ19,OUT045,2697.5
NCC43,OUT045,3883.5
NCV18,OUT046,1297.0
NCA42,OUT018,2232.0
FDY45,OUT046,4057.75
NCC30,OUT045,2754.5
FDM57,OUT013,1455.25
FDL09,OUT010,758.5
FDB09,OUT027,3456.0
FDT44,OUT035,2045.5
NCT06,OUT027,4045.5
FDX26,OUT049,3006.5
FDK32,OUT013,2514.75
DRA12,OUT046,2273.75
FDO46,OUT010,1125.75
FDE52,OUT013,1484.75
NCH42,OUT045,3549.5
FDV08,OUT035,865.5
FDB47,OUT018,3054.5
FDC28,OUT010,-134.5
FDD22,OUT046,1822.75
FDS07,OUT027,3297.5
DRI13,OUT045,3362.0
FDG32,OUT018,3226.0
FDU14,OUT017,4063.5
FDD28,OUT019,-917.25
NCP41,OUT017,1849.5
FDS08,OUT049,2882.0
FDX47,OUT045,2490.5
FDC53,OUT019,-253.25
FDQ19,OUT035,4007.5
FDL14,OUT045,2449.5
FDM33,OUT019,1596.75
FDA51,OUT045,1773.5
FDZ27,OUT018,545.5
FDT04,OUT046,695.0
DRC13,OUT049,2132.5
FDR16,OUT027,4884.5
FDQ03,OUT027,5226.5
FDE38,OUT035,2817.5
DRH23,OUT027,2362.5
FDT11,OUT019,1138.75
FDD09,OUT035,3009.5
FDR40,OUT045,1320.5
FDX07,OUT017,3068.5
FDR07,OUT035,1712.5
FDA51,OUT017,1959.5
FDT59,OUT019,1764.75
FDF20,OUT017,3203.5
FDR13,OUT045,1827.5
FDY26,OUT049,3479.5
FDW04,OUT017,2224.5
FDK52,OUT017,3690.5
FDN60,OUT049,2597.5
FDM09,OUT019,856.0
FDP46,OUT049,1524.0
FDB50,OUT019,-636.75
NCQ29,OUT049,4147.5
FDP16,OUT027,5336.0
FDX33,OUT018,2317.0
FDP07,OUT010,1190.5
FDN22,OUT046,3995.5
FDF39,OUT049,4281.5
FDS21,OUT017,1159.5
NCM42,OUT013,1732.75
FDK50,OUT019,720.25
DRF13,OUT027,3790.0
FDH35,OUT018,2332.0
FDP60,OUT018,1330.5
DRJ49,OUT027,3531.5
NCT42,OUT019,456.75
FDE38,OUT049,2770.0
FDI04,OUT049,3289.0
NCH54,OUT045,2418.5
FDT56,OUT049,1107.0
DRD15,OUT018,3380.5
FDV58,OUT013,3093.75
FDP21,OUT049,3118.0
FDH05,OUT013,3745.75
FDR10,OUT027,4038.0
NCP06,OUT045,2295.5
FDF33,OUT049,1823.0
DRK37,OUT013,3007.25
DRH49,OUT045,1298.0
FDT58,OUT013,2687.75
FDD41,OUT018,1439.0
FDP40,OUT018,1543.5
FDM51,OUT027,3143.5
FDO45,OUT010,-461.0
FDW33,OUT010,-212.0
FDY24,OUT045,861.5
FDB10,OUT010,1837.75
FDM40,OUT035,2388.5
NCI06,OUT017,2950.5
FDW12,OUT019,449.0
FDX48,OUT027,3969.5
NCW05,OUT027,3133.5
FDX27,OUT017,1675.5
DRM37,OUT045,3055.0
FDA38,OUT045,3757.5
FDR36,OUT046,712.75
FDZ45,OUT046,3153.5
FDG05,OUT017,2664.5
FDK28,OUT013,4108.75
FDV47,OUT045,1329.5
FDN21,OUT045,2487.5
FDP20,OUT027,3496.5
FDI35,OUT045,2825.5
DRY23,OUT013,777.75
FDA56,OUT017,2083.5
FDB09,OUT013,2006.75
NCO26,OUT027,3305.5
FDQ49,OUT018,2264.0
FDI52,OUT027,3409.5
FDZ44,OUT027,3344.5
FDZ09,OUT018,2329.5
FDY03,OUT049,1959.0
NCG42,OUT017,2161.5
DRI13,OUT027,4899.0
FDQ32,OUT013,2088.75
FDW16,OUT035,1667.5
FDU27,OUT046,813.0
FDR28,OUT010,732.5
FDQ49,OUT010,656.25
FDS37,OUT046,1874.0
FDW26,OUT018,3242.0
FDX12,OUT018,3582.0
NCP06,OUT013,2410.75
FDW45,OUT010,413.0
NCN30,OUT049,1611.5
FDN24,OUT049,974.5
NCL41,OUT027,1999.0
FDR02,OUT019,-116.0
FDD09,OUT010,973.25
FDS33,OUT010,-469.25
FDU22,OUT045,1846.5
FDI53,OUT013,2641.75
DRH01,OUT049,2871.5
FDX32,OUT013,2346.75
NCP30,OUT018,378.0
FDB60,OUT045,3047.5
FDB14,OUT049,1647.0
NCP02,OUT035,1082.5
FDJ10,OUT017,2372.5
FDG34,OUT046,1828.25
NCB18,OUT017,1506.5
FDM16,OUT049,1361.0
FDW25,OUT018,1093.0
FDB35,OUT010,-394.5
DRN11,OUT013,2278.75
FDF41,OUT019,2001.0
FDH16,OUT045,1366.5
NCQ50,OUT018,3064.5
DRH23,OUT018,631.5
DRJ37,OUT013,2435.75
DRJ24,OUT027,4361.0
FDY16,OUT035,3094.5
FDQ27,OUT045,1673.5
FDZ33,OUT045,2294.5
FDF29,OUT045,2087.5
FDA08,OUT049,2741.5
FDG31,OUT046,1080.25
FDE34,OUT019,1018.0
NCR30,OUT027,2631.5
FDV33,OUT035,4269.5
DRZ24,OUT018,1633.0
NCL54,OUT035,2870.5
FDR12,OUT049,2897.0
NCC54,OUT046,3789.5
DRN59,OUT013,788.25
FDX50,OUT019,-122.0
FDV31,OUT027,4278.5
NCA29,OUT027,4179.5
FDW60,OUT049,2960.0
FDX08,OUT017,3009.5
DRD49,OUT013,3728.25
FDD33,OUT046,3649.5
FDW35,OUT013,755.75
FDJ36,OUT017,1792.5
FDV51,OUT035,2800.5
FDW36,OUT046,1718.75
FDH35,OUT046,2633.75
NCS30,OUT027,3513.5
FDN49,OUT017,787.5
FDL08,OUT018,3609.5
FDI09,OUT013,3851.75
FDP19,OUT018,1770.0
FDU21,OUT010,-1304.75
NCP41,OUT045,1649.5
FDY10,OUT013,1843.75
FDP12,OUT018,390.0
NCN26,OUT049,1943.0
FDK44,OUT013,2790.25
FDC28,OUT049,1857.5
FDJ41,OUT027,5615.5
NCT29,OUT035,2097.5
NCH42,OUT019,1698.0
FDU60,OUT018,2423.5
FDS02,OUT045,3021.5
FDC51,OUT046,2029.0
FDU03,OUT013,2965.75
FDX39,OUT045,3331.5
NCY05,OUT010,-1311.0
NCL06,OUT027,5526.5
FDD32,OUT035,1496.5
NCN41,OUT045,1876.5
NCX53,OUT049,2343.5
FDU57,OUT019,527.25
FDQ23,OUT046,1687.0
FDQ52,OUT045,3855.5
FDC14,OUT045,664.5
FDY09,OUT035,2963.5
FDQ28,OUT045,2469.5
FDV25,OUT046,3502.5
FDJ07,OUT035,2022.5
DRB25,OUT049,1792.5
FDK52,OUT019,1666.25
FDY52,OUT027,2506.0
FDB28,OUT046,3131.5
FDT36,OUT035,755.5
FDV25,OUT017,3621.5
NCN07,OUT027,3520.5
FDC57,OUT017,3214.5
FDQ03,OUT018,3502.0
FDU23,OUT017,2771.5
NCX41,OUT035,3494.5
NCD06,OUT035,894.5
FDW08,OUT045,1634.5
NCU29,OUT017,2398.5
NCE06,OUT013,2556.75
FDV52,OUT010,1.5
FDB02,OUT017,2959.5
NCR18,OUT045,641.5
FDK16,OUT049,1616.5
NCQ29,OUT010,2125.25
FDZ01,OUT019,-163.75
FDW27,OUT035,2669.5
FDD17,OUT018,3486.5
FDW39,OUT013,2881.75
DRH59,OUT045,1108.0
FDS52,OUT013,1681.75
FDU40,OUT027,4557.0
NCF54,OUT013,2764.75
FDH46,OUT045,1637.5
NCP14,OUT049,1731.5
FDH50,OUT049,3066.0
DRF15,OUT010,528.75
FDV27,OUT027,2919.0
NCJ06,OUT049,2007.0
FDN02,OUT018,2975.0
FDQ51,OUT049,926.0
FDQ07,OUT017,3664.5
FDS45,OUT049,1843.0
NCJ06,OUT045,1856.5
FDD36,OUT035,2037.5
FDY25,OUT045,2839.5
FDU52,OUT046,2471.0
DRK47,OUT017,3679.0
NCL30,OUT017,2136.5
FDN22,OUT035,4149.5
NCF30,OUT027,3435.0
FDK03,OUT035,4230.5
FDT45,OUT017,1021.5
NCC54,OUT027,5205.0
FDP08,OUT018,2851.5
FDU44,OUT046,2643.75
DRG39,OUT035,1015.0
FDU32,OUT049,2063.0
FDY27,OUT049,2943.0
NCP54,OUT013,1980.25
NCZ41,OUT049,2098.5
DRL49,OUT013,2306.25
FDI05,OUT018,996.5
FDY56,OUT045,3558.5
DRC13,OUT013,2064.25
NCV29,OUT017,2935.5
FDR24,OUT049,1586.0
FDZ34,OUT018,2753.5
FDP37,OUT035,2156.5
FDX08,OUT027,4336.0
FDS57,OUT045,2184.5
NCG18,OUT049,1733.0
FDK25,OUT018,2430.0
FDH53,OUT049,1471.0
DRI59,OUT018,3238.0
FDA52,OUT046,2847.0
FDT20,OUT010,-1252.5
FDE36,OUT019,742.5
FDI24,OUT017,2877.5
FDB28,OUT018,2872.0
FDV11,OUT017,2952.5
FDP01,OUT046,2503.0
FDD34,OUT027,4037.5
FDJ50,OUT027,2331.5
FDZ44,OUT013,1936.75
DRO59,OUT035,1370.0
DRB48,OUT045,637.0
FDR21,OUT018,2508.0
NCE42,OUT010,1788.0
FDO23,OUT046,1498.25
NCE30,OUT018,3048.0
FDQ22,OUT035,798.5
FDY01,OUT045,1806.5
FDS08,OUT017,2929.5
FDG28,OUT018,3662.0
FDQ51,OUT018,582.0
FDB05,OUT017,4038.5
FDO56,OUT049,2018.0
FDE02,OUT018,1197.0
FDN45,OUT017,3624.5
FDS09,OUT013,887.75
NCA54,OUT018,2580.0
FDP09,OUT010,1466.0
FDC53,OUT045,1544.5
NCM55,OUT017,3036.5
FDL09,OUT018,2439.5
FDA11,OUT019,-378.0
FDA50,OUT045,1458.5
FDC23,OUT017,2957.5
FDE22,OUT049,2637.5
FDD23,OUT046,3013.0
NCA29,OUT049,2824.0
FDK38,OUT046,2350.25
DRC13,OUT046,1986.25
NCP43,OUT049,2925.0
FDX28,OUT049,1696.0
FDF08,OUT049,1599.0
FDZ33,OUT046,2377.25
FDD10,OUT049,2985.0
FDO58,OUT017,2696.5
FDI50,OUT017,3790.5
FDO58,OUT045,2577.5
FDX08,OUT013,2912.75
NCK17,OUT010,-1240.5
FDF39,OUT035,4333.5
FDU45,OUT010,-60.5
NCJ18,OUT018,1559.5
DRC27,OUT019,1982.5
DRC25,OUT035,1517.0
FDU59,OUT035,2695.5
FDU28,OUT035,3190.5
NCP30,OUT046,678.0
FDB39,OUT018,643.0
FDE41,OUT013,1473.75
DRH11,OUT010,-1000.25
FDA58,OUT045,3656.5
FDU50,OUT046,1893.5
FDM34,OUT013,2105.25
FDM44,OUT027,3106.5
FDR39,OUT045,2849.5
FDM25,OUT045,2767.5
FDQ49,OUT049,2641.0
DRH25,OUT018,590.0
FDM09,OUT027,4209.5
FDL44,OUT019,692.25
NCR42,OUT018,260.0
DRL59,OUT046,876.0
FDX43,OUT013,2702.75
DRK47,OUT010,1653.5
FDU48,OUT018,1832.0
FDY12,OUT045,798.5
NCN43,OUT018,1670.0
NCM55,OUT018,2615.0
FDQ21,OUT027,3439.5
FDX13,OUT035,4111.5
NCK30,OUT027,5426.5
FDG20,OUT049,2916.5
DRG27,OUT017,760.0
FDY14,OUT018,3890.0
FDP59,OUT035,1848.5
FDU60,OUT017,2837.5
NCC18,OUT019,774.0
DRJ39,OUT017,3548.0
FDS07,OUT049,1916.0
FDM08,OUT027,5017.5
FDP51,OUT045,1903.5
FDU16,OUT035,1524.5
FDH12,OUT013,1739.75
DRE48,OUT010,1191.25
NCL42,OUT027,5290.5
FDR21,OUT045,2756.5
NCW29,OUT035,2228.5
FDO11,OUT013,4034.75
NCM31,OUT049,2322.0
FDV35,OUT019,559.75
FDF58,OUT017,1133.5
NCE43,OUT049,2753.0
FDA02,OUT035,2492.5
DRL37,OUT010,-1175.5
FDR24,OUT018,1243.0
FDW59,OUT049,1455.5
FDS22,OUT049,908.0
FDW24,OUT017,940.5
FDU24,OUT035,1702.5
FDA21,OUT027,4419.5
FDH58,OUT027,3338.0
FDW36,OUT018,1397.0
FDI45,OUT027,4211.0
FDU01,OUT018,2725.0
FDF35,OUT027,3192.5
FDU43,OUT019,1903.5
FDE24,OUT019,398.25
FDK50,OUT049,2701.0
FDG31,OUT045,979.5
FDC60,OUT045,1426.5
FDL36,OUT013,1490.25
FDP21,OUT013,3085.75
FDW16,OUT045,1449.5
FDX02,OUT017,3660.5
FDQ58,OUT027,3919.5
FDT51,OUT046,1837.25
FDD59,OUT049,1429.0
NCM42,OUT018,1454.5
FDA57,OUT018,414.0
FDZ48,OUT035,1945.5
FDE46,OUT045,2375.5
NCZ30,OUT019,28.0
FDB56,OUT017,3130.5
FDA25,OUT027,3179.5
FDD20,OUT013,2045.75
FDL25,OUT013,1552.75
NCO18,OUT049,2893.0
FDJ45,OUT017,703.5
FDR12,OUT035,2903.5
NCF19,OUT010,-1138.75
FDK25,OUT046,2674.0
NCR17,OUT046,1814.5
FDC52,OUT046,2477.25
NCA54,OUT017,2961.5
FDR45,OUT010,1880.5
NCM19,OUT049,1896.5
FDF39,OUT027,5663.0
FDX23,OUT049,1667.0
FDD58,OUT027,3063.5
FDX28,OUT013,1638.75
NCD31,OUT013,2597.75
FDU57,OUT018,2161.0
FDI27,OUT046,815.25
NCM42,OUT046,1720.5
FDD32,OUT027,2823.5
FDI34,OUT013,3686.75
NCM29,OUT049,2160.0
