Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDT28,OUT019,537.25
FDQ22,OUT018,390.0
FDR60,OUT049,1316.25
FDC50,OUT019,-372.75
FDV24,OUT013,2459.5
DRF48,OUT010,1058.25
FDQ47,OUT046,667.25
DRN36,OUT049,1624.25
NCY06,OUT035,2154.25
FDE52,OUT035,1632.75
NCB54,OUT045,1930.0
NCF31,OUT035,2531.25
FDJ08,OUT027,4462.25
NCC07,OUT017,1782.0
NCD19,OUT027,2325.75
FDL46,OUT049,1993.25
FDM20,OUT045,3828.75
NCI06,OUT010,924.75
DRM11,OUT035,4195.5
NCH07,OUT018,2197.5
FDS23,OUT013,2103.5
FDO49,OUT018,584.0
FDS35,OUT049,1145.25
DRK39,OUT045,1238.25
DRI39,OUT049,1004.25
FDV04,OUT017,2647.75
NCN14,OUT035,2989.75
FDH08,OUT013,3714.5
FDS20,OUT046,2930.75
FDV40,OUT049,1322.25
FDZ48,OUT010,-141.25
FDS24,OUT027,2922.25
FDK44,OUT049,2844.25
FDS48,OUT045,2336.75
FDK26,OUT010,1112.25
FDD23,OUT045,2973.25
NCH54,OUT017,2637.0
NCP14,OUT010,-250.75
FDM60,OUT010,-1195.75
FDV24,OUT017,2507.25
FDH08,OUT018,3346.5
FDS12,OUT027,3479.25
FDR39,OUT027,4324.25
FDP12,OUT027,2130.25
DRF60,OUT027,5169.25
FDC09,OUT035,1838.75
FDF50,OUT018,2854.0
FDG28,OUT035,4037.75
NCE19,OUT017,979.0
NCM53,OUT010,-204.75
NCN18,OUT049,1826.75
FDF32,OUT035,3289.25
FDF11,OUT013,3890.5
DRI59,OUT049,3621.25
NCG54,OUT035,2789.25
FDM44,OUT046,1661.25
FDT57,OUT018,3461.5
FDV24,OUT046,2423.75
FDI50,OUT019,1790.25
FDS09,OUT035,1023.75
NCC31,OUT027,3897.75
FDQ07,OUT019,1632.25
FDC22,OUT017,3178.75
FDZ56,OUT046,2722.25
FDZ40,OUT019,-972.75
FDS46,OUT027,3407.25
DRD24,OUT045,2148.25
FDV45,OUT017,3109.25
FDL26,OUT045,2409.75
FDA56,OUT018,1698.0
FDN27,OUT046,1920.75
FDM20,OUT049,3965.25
FDO16,OUT017,1457.25
FDL03,OUT035,3287.75
FDE58,OUT046,1899.75
FDI02,OUT027,3297.25
NCC55,OUT019,-1251.75
FDR03,OUT018,3034.0
FDB14,OUT017,1635.75
FDR45,OUT013,3865.5
NCN07,OUT017,2153.5
FDM51,OUT019,-167.75
FDT52,OUT027,5382.25
FDL26,OUT046,2477.25
NCZ42,OUT046,3776.5
DRI47,OUT019,430.25
FDW40,OUT013,2338.5
FDN34,OUT046,2762.75
FDS01,OUT035,2975.75
NCG55,OUT045,1764.5
FDC11,OUT035,1529.75
FDX35,OUT018,3342.0
NCB06,OUT046,2535.5
FDR09,OUT019,2226.25
FDC53,OUT017,1678.25
FDY45,OUT013,4089.5
FDA22,OUT010,761.25
FDE02,OUT035,1657.75
FDW21,OUT045,1612.75
FDV34,OUT046,1277.25
FDS59,OUT049,1889.25
NCW17,OUT017,2123.5
NCK54,OUT046,1873.0
FDG17,OUT019,2044.25
FDG35,OUT017,2911.25
FDD08,OUT010,-1260.75
NCO07,OUT017,3425.5
FDJ10,OUT010,381.75
FDW36,OUT017,1779.25
FDW21,OUT010,-217.75
FDY19,OUT017,1999.75
DRE03,OUT013,806.25
NCC55,OUT049,696.75
FDH52,OUT010,-816.25
FDO09,OUT017,4316.75
FDU43,OUT045,3764.25
FDX09,OUT010,869.25
FDH40,OUT019,-485.75
FDW58,OUT017,1794.75
FDC47,OUT017,3688.75
NCR41,OUT035,1629.75
DRG49,OUT035,3967.5
FDC52,OUT027,3944.25
FDY13,OUT046,1242.75
FDY35,OUT013,840.5
FDI35,OUT017,2994.75
NCU18,OUT049,2309.75
FDY33,OUT018,2278.0
FDC15,OUT027,3944.25
FDU01,OUT049,3102.25
NCU42,OUT046,2692.0
NCV29,OUT018,2512.5
NCY30,OUT017,2980.0
FDQ46,OUT049,1878.25
FDG58,OUT027,3952.25
FDK33,OUT017,3492.25
NCD07,OUT045,1752.5
NCX29,OUT027,3724.75
NCT42,OUT013,2386.75
DRN59,OUT035,864.5
FDI44,OUT035,1408.25
FDA45,OUT049,2897.25
FDP31,OUT045,1030.75
FDY01,OUT046,1892.75
FDT09,OUT018,1895.0
DRH03,OUT027,2961.25
FDA36,OUT018,2692.0
NCF31,OUT017,2515.5
FDG14,OUT049,2546.25
FDG28,OUT027,5391.25
FDU14,OUT049,4046.25
FDY47,OUT019,272.25
FDI56,OUT049,1541.25
DRD01,OUT013,991.25
FDM22,OUT046,977.75
FDH33,OUT013,745.5
DRZ24,OUT013,1909.25
NCQ38,OUT046,1689.0
FDO16,OUT027,2832.25
FDU07,OUT027,3840.25
NCB07,OUT013,3095.75
FDU48,OUT045,2044.25
NCM43,OUT045,2532.0
FDR31,OUT010,442.75
DRK49,OUT018,379.0
NCI30,OUT010,1923.25
DRD60,OUT017,2952.25
NCG19,OUT046,3691.5
FDH12,OUT035,1817.25
FDM32,OUT035,1621.75
FDM27,OUT035,2644.25
NCU53,OUT027,4068.75
NCQ18,OUT046,1569.0
FDS10,OUT013,2898.5
FDB33,OUT027,3977.25
FDI12,OUT013,1477.5
NCW42,OUT013,3519.75
NCC06,OUT018,1745.5
FDW02,OUT017,2169.75
NCD43,OUT017,1756.5
FDM57,OUT018,1104.0
FDA58,OUT017,3842.25
FDK56,OUT046,2948.25
FDP52,OUT045,3634.75
FDW20,OUT018,1708.0
FDS52,OUT049,1715.25
NCT29,OUT018,1601.5
NCL54,OUT013,2815.75
FDC05,OUT045,3113.25
FDF34,OUT035,3310.25
FDP03,OUT027,3499.25
FDD32,OUT010,-509.75
FDZ10,OUT045,1974.25
FDZ40,OUT035,1032.75
FDD51,OUT018,437.0
NCY30,OUT019,957.25
FDP58,OUT017,3540.25
FDV49,OUT017,4286.75
FDY24,OUT019,-984.75
NCO55,OUT017,1786.0
FDR13,OUT017,2027.25
FDS51,OUT017,1128.25
FDP26,OUT045,1600.25
NCB54,OUT027,3495.75
FDF32,OUT017,3228.75
FDN31,OUT018,2716.0
DRM48,OUT017,672.25
FDN20,OUT049,2781.25
DRL01,OUT046,3718.25
FDV56,OUT049,1865.25
DRH13,OUT027,3166.25
FDA03,OUT017,2474.75
FDF47,OUT027,4996.25
FDX32,OUT046,2395.75
FDX57,OUT049,1690.25
NCA30,OUT045,2906.0
FDO49,OUT013,920.5
FDL04,OUT019,-200.75
DRM48,OUT035,720.0
FDR16,OUT013,3449.5
NCC19,OUT018,2731.5
NCE42,OUT045,3631.5
FDY24,OUT017,1042.25
FDH19,OUT049,2880.25
FDJ46,OUT013,2808.5
FDN45,OUT010,1623.75
FDY08,OUT035,2390.75
FDZ37,OUT035,1589.25
NCT30,OUT045,682.0
DRY23,OUT018,422.0
NCZ30,OUT018,1638.5
FDC44,OUT018,1512.0
FDB45,OUT035,1823.75
FDY04,OUT013,2695.5
FDM27,OUT046,2578.25
FDZ43,OUT017,3965.75
FDT39,OUT019,595.25
NCC06,OUT019,132.25
FDL15,OUT027,3910.25
FDL57,OUT017,4217.25
FDU08,OUT046,1620.25
FDK40,OUT017,4284.25
FDQ12,OUT010,1723.25
FDS48,OUT017,2520.25
FDP09,OUT045,3296.75
FDW21,OUT049,1740.25
FDY25,OUT035,3015.25
DRE13,OUT017,1462.25
FDV43,OUT019,-1161.75
FDD22,OUT045,1717.75
FDM46,OUT019,-411.75
NCO30,OUT010,1005.25
FDM25,OUT046,2829.75
NCN41,OUT049,2020.75
FDU24,OUT045,1467.25
FDZ50,OUT046,2981.75
FDP45,OUT013,4075.5
NCM54,OUT045,1917.0
FDW10,OUT019,909.25
FDP20,OUT017,2152.75
FDK32,OUT046,2477.75
FDN52,OUT049,1536.25
FDM58,OUT045,1760.25
FDZ46,OUT027,3239.25
NCA18,OUT018,1561.0
FDD35,OUT046,1981.25
NCK31,OUT035,926.75
FDI40,OUT027,3112.25
FDT50,OUT019,-267.75
NCT06,OUT046,2613.0
FDT31,OUT035,3124.75
FDT45,OUT049,966.25
FDT13,OUT045,2910.25
FDO50,OUT045,1397.75
NCU18,OUT010,303.25
NCR54,OUT049,3139.75
NCO18,OUT018,2521.5
FDU09,OUT045,904.75
FDT13,OUT018,2701.5
FDE09,OUT046,1832.25
NCK53,OUT019,-270.75
FDG45,OUT049,3458.25
DRH15,OUT035,842.0
FDO21,OUT019,1738.25
FDD14,OUT027,4362.25
FDC09,OUT046,1728.25
FDH45,OUT027,2223.25
FDV32,OUT046,1082.25
FDG12,OUT035,2099.25
FDS32,OUT013,2338.5
NCL55,OUT018,3651.0
DRE01,OUT035,3928.0
DRE15,OUT049,1313.25
NCL42,OUT045,3805.0
FDP31,OUT013,1122.5
FDN33,OUT018,1259.0
FDZ59,OUT046,2682.25
FDE45,OUT010,928.75
FDJ07,OUT013,1956.5
FDQ45,OUT018,2701.0
FDM33,OUT027,4925.25
FDO15,OUT010,-616.25
FDM46,OUT013,1522.5
FDR03,OUT045,3247.75
FDY49,OUT018,2419.0
FDQ60,OUT045,1871.75
FDW10,OUT049,2883.25
FDO51,OUT049,883.25
FDJ40,OUT018,1512.0
FDS20,OUT018,2612.0
FDU45,OUT013,1904.5
FDV02,OUT035,2826.75
FDN09,OUT046,3858.75
NCM55,OUT027,4388.75
FDN23,OUT018,2067.0
FDY31,OUT010,410.75
FDW03,OUT010,-139.75
FDD14,OUT046,2911.75
FDV23,OUT017,2106.75
DRI03,OUT045,2698.25
FDN13,OUT035,1713.75
FDF45,OUT027,2499.25
FDU46,OUT035,1604.25
FDB57,OUT049,3660.25
FDV12,OUT049,1736.25
FDQ58,OUT013,2467.5
NCA18,OUT017,1930.0
FDH52,OUT049,1142.25
FDM24,OUT018,2151.5
NCP43,OUT027,4309.75
NCO18,OUT019,909.25
FDM32,OUT017,1585.25
NCL07,OUT017,717.5
FDK03,OUT013,4093.5
FDP59,OUT017,1795.75
FDQ24,OUT049,4046.25
FDQ16,OUT018,1480.0
FDU44,OUT013,2652.5
FDH28,OUT010,-1229.75
FDV28,OUT019,-1256.75
FDM22,OUT045,871.75
FDR56,OUT046,3169.25
FDV39,OUT049,3220.25
FDU37,OUT019,-535.75
FDQ11,OUT010,2195.75
FDX02,OUT045,3470.75
NCS42,OUT018,1175.5
FDY57,OUT027,3021.25
FDB21,OUT049,3893.25
FDE28,OUT017,3772.25
FDQ55,OUT017,1977.75
FDA48,OUT049,3599.25
FDZ19,OUT045,2696.75
NCC43,OUT045,3879.0
NCV18,OUT046,1307.0
NCA42,OUT018,2221.5
FDY45,OUT046,4079.75
NCC30,OUT045,2744.0
FDM57,OUT013,1474.5
FDL09,OUT010,763.25
FDB09,OUT027,3459.25
FDT44,OUT035,2028.75
NCT06,OUT027,4044.75
FDX26,OUT049,2991.25
FDK32,OUT013,2535.5
DRA12,OUT046,2272.75
FDO46,OUT010,1133.25
FDE52,OUT013,1503.5
NCH42,OUT045,3544.5
FDV08,OUT035,846.75
FDB47,OUT018,3052.0
FDC28,OUT010,-133.75
FDD22,OUT046,1839.75
FDS07,OUT027,3301.25
DRI13,OUT045,3341.75
FDG32,OUT018,3221.0
FDU14,OUT017,4065.25
FDD28,OUT019,-901.75
NCP41,OUT017,1838.0
FDS08,OUT049,2869.25
FDX47,OUT045,2491.75
FDC53,OUT019,-235.75
FDQ19,OUT035,4002.25
FDL14,OUT045,2450.75
FDM33,OUT019,1619.25
FDA51,OUT045,1773.25
FDZ27,OUT018,535.0
FDT04,OUT046,706.75
DRC13,OUT049,2101.25
FDR16,OUT027,4899.25
FDQ03,OUT027,5239.25
FDE38,OUT035,2805.75
DRH23,OUT027,2344.25
FDT11,OUT019,1165.25
FDD09,OUT035,2995.75
FDR40,OUT045,1317.75
FDX07,OUT017,3070.75
FDR07,OUT035,1692.75
FDA51,OUT017,1961.25
FDT59,OUT019,1787.25
FDF20,OUT017,3204.25
FDR13,OUT045,1826.25
FDY26,OUT049,3468.25
FDW04,OUT017,2226.75
FDK52,OUT017,3690.75
FDN60,OUT049,2582.25
FDM09,OUT019,881.25
FDP46,OUT049,1505.25
FDB50,OUT019,-620.75
NCQ29,OUT049,4131.75
FDP16,OUT027,5344.25
FDX33,OUT018,2315.0
FDP07,OUT010,1192.75
FDN22,OUT046,4020.75
FDF39,OUT049,4274.25
FDS21,OUT017,1155.25
NCM42,OUT013,1743.75
FDK50,OUT019,741.25
DRF13,OUT027,3776.25
FDH35,OUT018,2325.0
FDP60,OUT018,1320.0
DRJ49,OUT027,3518.25
NCT42,OUT019,471.25
FDE38,OUT049,2757.25
FDI04,OUT049,3279.25
NCH54,OUT045,2408.0
FDT56,OUT049,1090.25
DRD15,OUT018,3360.0
FDV58,OUT013,3111.5
FDP21,OUT049,3109.25
FDH05,OUT013,3771.5
FDR10,OUT027,4042.25
NCP06,OUT045,2282.5
FDF33,OUT049,1806.25
DRK37,OUT013,3010.25
DRH49,OUT045,1269.75
FDT58,OUT013,2707.5
FDD41,OUT018,1435.0
FDP40,OUT018,1540.0
FDM51,OUT027,3151.25
FDO45,OUT010,-459.25
FDW33,OUT010,-211.25
FDY24,OUT045,859.25
FDB10,OUT010,1844.25
FDM40,OUT035,2374.25
NCI06,OUT017,2944.5
FDW12,OUT019,473.25
FDX48,OUT027,3978.25
NCW05,OUT027,3128.75
FDX27,OUT017,1672.75
DRM37,OUT045,3034.25
FDA38,OUT045,3759.25
FDR36,OUT046,730.75
FDZ45,OUT046,3173.75
FDG05,OUT017,2667.25
FDK28,OUT013,4133.5
FDV47,OUT045,1320.75
FDN21,OUT045,2482.75
FDP20,OUT027,3498.25
FDI35,OUT045,2822.25
DRY23,OUT013,776.25
FDA56,OUT017,2080.75
FDB09,OUT013,2021.5
NCO26,OUT027,3304.75
FDQ49,OUT018,2259.0
FDI52,OUT027,3411.25
FDZ44,OUT027,3349.25
FDZ09,OUT018,2322.0
FDY03,OUT049,1944.25
NCG42,OUT017,2150.5
DRI13,OUT027,4888.25
FDQ32,OUT013,2107.5
FDW16,OUT035,1652.25
FDU27,OUT046,828.25
FDR28,OUT010,737.75
FDQ49,OUT010,659.75
FDS37,OUT046,1891.75
FDW26,OUT018,3243.0
FDX12,OUT018,3581.5
NCP06,OUT013,2419.75
FDW45,OUT010,412.75
NCN30,OUT049,1585.75
FDN24,OUT049,954.25
NCL41,OUT027,1992.75
FDR02,OUT019,-99.75
FDD09,OUT010,975.75
FDS33,OUT010,-465.25
FDU22,OUT045,1841.75
FDI53,OUT013,2665.5
DRH01,OUT049,2837.25
FDX32,OUT013,2367.5
NCP30,OUT018,357.5
FDB60,OUT045,3046.25
FDB14,OUT049,1630.25
NCP02,OUT035,1057.75
FDJ10,OUT017,2376.75
FDG34,OUT046,1848.25
NCB18,OUT017,1494.0
FDM16,OUT049,1347.25
FDW25,OUT018,1085.0
FDB35,OUT010,-392.25
DRN11,OUT013,2279.25
FDF41,OUT019,2026.25
FDH16,OUT045,1359.75
NCQ50,OUT018,3053.5
DRH23,OUT018,601.0
DRJ37,OUT013,2435.25
DRJ24,OUT027,4350.25
FDY16,OUT035,3084.25
FDQ27,OUT045,1672.75
FDZ33,OUT045,2291.25
FDF29,OUT045,2085.25
FDA08,OUT049,2730.25
FDG31,OUT046,1094.25
FDE34,OUT019,1039.25
NCR30,OUT027,2624.75
FDV33,OUT035,4264.25
DRZ24,OUT018,1608.0
NCL54,OUT035,2850.75
FDR12,OUT049,2886.25
NCC54,OUT046,3804.5
DRN59,OUT013,781.25
FDX50,OUT019,-106.75
FDV31,OUT027,4286.25
NCA29,OUT027,4180.75
FDW60,OUT049,2951.25
FDX08,OUT017,3009.25
DRD49,OUT013,3732.25
FDD33,OUT046,3671.75
FDW35,OUT013,768.5
FDJ36,OUT017,1791.75
FDV51,OUT035,2785.25
FDW36,OUT046,1734.75
FDH35,OUT046,2650.75
NCS30,OUT027,3513.75
FDN49,OUT017,782.75
FDL08,OUT018,3608.0
FDI09,OUT013,3876.5
FDP19,OUT018,1763.0
FDU21,OUT010,-1304.75
NCP41,OUT045,1635.5
FDY10,OUT013,1858.5
FDP12,OUT018,382.0
NCN26,OUT049,1919.75
FDK44,OUT013,2808.5
FDC28,OUT049,1841.25
FDJ41,OUT027,5627.25
NCT29,OUT035,2074.75
NCH42,OUT019,1716.25
FDU60,OUT018,2419.5
FDS02,OUT045,3024.25
FDC51,OUT046,2049.25
FDU03,OUT013,2987.5
FDX39,OUT045,3334.25
NCY05,OUT010,-1321.75
NCL06,OUT027,5530.75
FDD32,OUT035,1480.75
NCN41,OUT045,1864.0
NCX53,OUT049,2318.75
FDU57,OUT019,552.25
FDQ23,OUT046,1704.25
FDQ52,OUT045,3855.75
FDC14,OUT045,657.75
FDY09,OUT035,2949.75
FDQ28,OUT045,2468.75
FDV25,OUT046,3525.75
FDJ07,OUT035,2006.75
DRB25,OUT049,1756.25
FDK52,OUT019,1688.25
FDY52,OUT027,2508.25
FDB28,OUT046,3153.75
FDT36,OUT035,735.75
FDV25,OUT017,3624.75
NCN07,OUT027,3516.75
FDC57,OUT017,3216.75
FDQ03,OUT018,3502.0
FDU23,OUT017,2770.75
NCX41,OUT035,3474.25
NCD06,OUT035,868.75
FDW08,OUT045,1628.75
NCU29,OUT017,2391.0
NCE06,OUT013,2570.75
FDV52,OUT010,3.25
FDB02,OUT017,2963.25
NCR18,OUT045,624.5
FDK16,OUT049,1599.25
NCQ29,OUT010,2126.25
FDZ01,OUT019,-141.75
FDW27,OUT035,2661.25
FDD17,OUT018,3485.0
FDW39,OUT013,2906.5
DRH59,OUT045,1081.75
FDS52,OUT013,1697.5
FDU40,OUT027,4562.25
NCF54,OUT013,2775.75
FDH46,OUT045,1636.75
NCP14,OUT049,1708.75
FDH50,OUT049,3056.25
DRF15,OUT010,509.75
FDV27,OUT027,2926.25
NCJ06,OUT049,1981.75
FDN02,OUT018,2970.0
FDQ51,OUT049,908.25
FDQ07,OUT017,3670.25
FDS45,OUT049,1830.25
NCJ06,OUT045,1842.5
FDD36,OUT035,2020.75
FDY25,OUT045,2836.75
FDU52,OUT046,2490.75
DRK47,OUT017,3663.75
NCL30,OUT017,2125.5
FDN22,OUT035,4142.75
NCF30,OUT027,3432.75
FDK03,OUT035,4224.75
FDT45,OUT017,1014.75
NCC54,OUT027,5207.75
FDP08,OUT018,2849.0
FDU44,OUT046,2666.25
DRG39,OUT035,976.5
FDU32,OUT049,2047.25
FDY27,OUT049,2930.25
NCP54,OUT013,1989.75
NCZ41,OUT049,2073.75
DRL49,OUT013,2304.25
FDI05,OUT018,991.0
FDY56,OUT045,3561.25
DRC13,OUT013,2067.25
NCV29,OUT017,2929.5
FDR24,OUT049,1570.25
FDZ34,OUT018,2750.5
FDP37,OUT035,2139.75
FDX08,OUT027,4342.25
FDS57,OUT045,2179.75
NCG18,OUT049,1707.75
FDK25,OUT018,2428.5
FDH53,OUT049,1453.25
DRI59,OUT018,3217.0
FDA52,OUT046,2869.25
FDT20,OUT010,-1255.75
FDE36,OUT019,768.25
FDI24,OUT017,2877.75
FDB28,OUT018,2869.5
FDV11,OUT017,2956.25
FDP01,OUT046,2522.75
FDD34,OUT027,4044.25
FDJ50,OUT027,2332.25
FDZ44,OUT013,1954.5
DRO59,OUT035,1333.5
DRB48,OUT045,611.75
FDR21,OUT018,2501.0
NCE42,OUT010,1784.75
FDO23,OUT046,1512.25
NCE30,OUT018,3037.5
FDQ22,OUT035,777.25
FDY01,OUT045,1805.25
FDS08,OUT017,2930.75
FDG28,OUT018,3665.0
FDQ51,OUT018,572.5
FDB05,OUT017,4043.25
FDO56,OUT049,2005.25
FDE02,OUT018,1188.5
FDN45,OUT017,3624.75
FDS09,OUT013,905.5
NCA54,OUT018,2567.5
FDP09,OUT010,1468.75
FDC53,OUT045,1538.25
NCM55,OUT017,3029.5
FDL09,OUT018,2436.0
FDA11,OUT019,-360.75
FDA50,OUT045,1451.25
FDC23,OUT017,2955.75
FDE22,OUT049,2623.25
FDD23,OUT046,3037.25
NCA29,OUT049,2803.75
FDK38,OUT046,2369.75
DRC13,OUT046,1989.25
NCP43,OUT049,2903.75
FDX28,OUT049,1679.25
FDF08,OUT049,1584.25
FDZ33,OUT046,2396.25
FDD10,OUT049,2972.25
FDO58,OUT017,2693.25
FDI50,OUT017,3797.75
FDO58,OUT045,2572.25
FDX08,OUT013,2931.5
NCK17,OUT010,-1250.75
FDF39,OUT035,4327.25
FDU45,OUT010,-58.25
NCJ18,OUT018,1545.5
DRC27,OUT019,1987.25
DRC25,OUT035,1482.0
FDU59,OUT035,2683.75
FDU28,OUT035,3179.75
NCP30,OUT046,682.0
FDB39,OUT018,631.5
FDE41,OUT013,1493.5
DRH11,OUT010,-1020.25
FDA58,OUT045,3657.25
FDU50,OUT046,1915.25
FDM34,OUT013,2120.5
FDM44,OUT027,3109.25
FDR39,OUT045,2845.25
FDM25,OUT045,2768.75
FDQ49,OUT049,2628.25
DRH25,OUT018,558.0
FDM09,OUT027,4220.25
FDL44,OUT019,710.25
NCR42,OUT018,242.5
DRL59,OUT046,869.25
FDX43,OUT013,2722.5
DRK47,OUT010,1641.25
FDU48,OUT018,1823.0
FDY12,OUT045,794.25
NCN43,OUT018,1656.0
NCM55,OUT018,2603.0
FDQ21,OUT027,3441.25
FDX13,OUT035,4103.75
NCK30,OUT027,5430.75
FDG20,OUT049,2905.25
DRG27,OUT017,735.75
FDY14,OUT018,3889.5
FDP59,OUT035,1832.75
FDU60,OUT017,2838.75
NCC18,OUT019,787.25
DRJ39,OUT017,3529.25
FDS07,OUT049,1899.25
FDM08,OUT027,5031.25
FDP51,OUT045,1901.25
FDU16,OUT035,1508.25
FDH12,OUT013,1756.5
DRE48,OUT010,1177.25
NCL42,OUT027,5292.75
FDR21,OUT045,2751.75
NCW29,OUT035,2205.25
FDO11,OUT013,4062.5
NCM31,OUT049,2301.75
FDV35,OUT019,578.25
FDF58,OUT017,1127.25
NCE43,OUT049,2732.75
FDA02,OUT035,2480.25
DRL37,OUT010,-1198.75
FDR24,OUT018,1236.0
FDW59,OUT049,1436.25
FDS22,OUT049,889.25
FDW24,OUT017,935.25
FDU24,OUT035,1690.75
FDA21,OUT027,4426.25
FDH58,OUT027,3341.25
FDW36,OUT018,1388.0
FDI45,OUT027,4217.25
FDU01,OUT018,2721.5
FDF35,OUT027,3195.25
FDU43,OUT019,1929.25
FDE24,OUT019,417.25
FDK50,OUT049,2687.25
FDG31,OUT045,970.75
FDC60,OUT045,1425.25
FDL36,OUT013,1504.5
FDP21,OUT013,3111.5
FDW16,OUT045,1444.25
FDX02,OUT017,3661.75
FDQ58,OUT027,3926.25
FDT51,OUT046,1856.75
FDD59,OUT049,1414.25
NCM42,OUT018,1441.5
FDA57,OUT018,400.0
FDZ48,OUT035,1927.75
FDE46,OUT045,2369.25
NCZ30,OUT019,41.25
FDB56,OUT017,3135.25
FDA25,OUT027,3186.25
FDD20,OUT013,2061.5
FDL25,OUT013,1573.5
NCO18,OUT049,2872.75
FDJ45,OUT017,694.75
FDR12,OUT035,2893.75
NCF19,OUT010,-1149.25
FDK25,OUT046,2697.25
NCR17,OUT046,1825.0
FDC52,OUT046,2499.25
NCA54,OUT017,2954.0
FDR45,OUT010,1886.75
NCM19,OUT049,1872.75
FDF39,OUT027,5677.25
FDX23,OUT049,1650.25
FDD58,OUT027,3067.25
FDX28,OUT013,1655.5
NCD31,OUT013,2609.75
FDU57,OUT018,2159.0
FDI27,OUT046,832.75
NCM42,OUT046,1731.5
FDD32,OUT027,2828.25
FDI34,OUT013,3713.5
NCM29,OUT049,2137.75
