Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCO55,OUT017,1511.874771698113
FDR13,OUT017,1922.1493817142857
FDS51,OUT017,935.0323883040932
FDP26,OUT045,1879.0540499999997
NCB54,OUT027,3242.062071532848
FDF32,OUT017,3130.004904950494
FDN31,OUT018,2893.8398258992797
DRM48,OUT017,583.8145788617884
FDN20,OUT049,2453.7477006993004
DRL01,OUT046,3454.0625591549287
FDV56,OUT049,1784.4287381818176
DRH13,OUT027,2517.882088484848
FDA03,OUT017,2453.7477006993004
FDF47,OUT027,5329.3147244444435
FDX32,OUT046,2660.950403030303
FDX57,OUT049,1559.342975268817
NCA30,OUT045,2939.3484761904742
FDO49,OUT013,713.858654545455
FDL04,OUT019,219.21852093023253
DRM48,OUT035,583.8145788617884
FDR16,OUT013,3454.0625591549287
NCC19,OUT018,2893.8398258992797
NCE42,OUT045,4109.900606217617
FDY24,OUT017,935.0323883040932
FDH19,OUT049,2568.332833644861
FDJ46,OUT013,2851.631695876289
FDN45,OUT010,584.7577647727271
FDY08,OUT035,2142.7435709401716
FDZ37,OUT035,1481.8506141732278
NCT30,OUT045,798.217603539823
DRY23,OUT018,507.046403669725
NCZ30,OUT018,1752.2524400000002
FDC44,OUT018,1752.2524400000002
FDB45,OUT035,1690.234086238532
FDY04,OUT013,2894.220710714286
FDM27,OUT046,2894.220710714286
FDZ43,OUT017,4109.900606217617
FDT39,OUT019,346.8972837209302
NCC06,OUT019,281.48208181818177
FDL15,OUT027,4117.317712631578
FDL57,OUT017,4034.3003068965513
FDU08,OUT046,1559.342975268817
FDK40,OUT017,4433.304032653059
FDQ12,OUT010,584.7577647727271
FDS48,OUT017,2660.950403030303
FDP09,OUT045,3753.0000993630574
FDW21,OUT049,1559.342975268817
FDY25,OUT035,3384.1080642424226
DRE13,OUT017,1481.8506141732278
FDV43,OUT019,92.67548155339804
FDD22,OUT045,1511.874771698113
FDM46,OUT019,219.21852093023253
NCO30,OUT010,482.69954262295073
FDM25,OUT046,2851.631695876289
NCN41,OUT049,1987.251048648648
FDU24,OUT045,1481.8506141732278
FDZ50,OUT046,3384.1080642424226
FDP45,OUT013,4034.3003068965513
NCM54,OUT045,1827.8328454545453
FDW10,OUT019,425.93559145299156
FDP20,OUT017,1987.251048648648
FDK32,OUT046,2660.950403030303
FDN52,OUT049,1259.549051315789
FDM58,OUT045,1784.4287381818176
FDZ46,OUT027,3242.062071532848
NCA18,OUT018,1752.2524400000002
FDD35,OUT046,2243.669596721311
NCK31,OUT035,713.858654545455
FDI40,OUT027,2517.882088484848
FDT50,OUT019,219.21852093023253
NCT06,OUT046,2894.220710714286
FDT31,OUT035,2752.9709346534646
FDT45,OUT049,796.6402682539683
FDT13,OUT045,2939.3484761904742
FDO50,OUT045,1424.5946902777778
NCU18,OUT010,281.48208181818177
NCR54,OUT049,3130.004904950494
NCO18,OUT018,2851.631695876289
FDU09,OUT045,935.0323883040932
FDT13,OUT018,2893.8398258992797
FDE09,OUT046,1690.234086238532
NCK53,OUT019,219.21852093023253
FDG45,OUT049,3454.0625591549287
DRH15,OUT035,677.1027476190474
FDO21,OUT019,584.7577647727271
FDD14,OUT027,5329.3147244444435
FDC09,OUT046,1784.4287381818176
FDH45,OUT027,1378.2631852760742
FDV32,OUT046,1103.1862133333332
FDG12,OUT035,2243.669596721311
FDS32,OUT013,2309.200798
NCL55,OUT018,3327.952582926828
DRE01,OUT035,3737.29577518248
DRE15,OUT049,1259.549051315789
NCL42,OUT045,4109.900606217617
FDP31,OUT013,1103.1862133333332
FDN33,OUT018,1259.549051315789
FDZ59,OUT046,2503.5013364485976
FDE45,OUT010,425.93559145299156
FDJ07,OUT013,1922.1493817142857
FDQ45,OUT018,2752.9709346534646
FDM33,OUT027,5329.3147244444435
FDO15,OUT010,165.91858165137623
FDM46,OUT013,1481.8506141732278
FDR03,OUT045,3753.0000993630574
FDY49,OUT018,2232.84702184874
FDQ60,OUT045,1827.8328454545453
FDW10,OUT049,2568.332833644861
FDO51,OUT049,677.1027476190474
FDJ40,OUT018,1372.6884907407407
FDS20,OUT018,3384.1080642424226
FDU45,OUT013,1922.1493817142857
FDV02,OUT035,2894.220710714286
FDN09,OUT046,4109.900606217617
NCM55,OUT027,5329.3147244444435
FDN23,OUT018,2232.84702184874
FDY31,OUT010,346.8972837209302
FDW03,OUT010,219.21852093023253
FDD14,OUT046,3384.1080642424226
FDV23,OUT017,2142.7435709401716
DRI03,OUT045,2851.631695876289
FDN13,OUT035,1559.342975268817
FDF45,OUT027,1378.2631852760742
FDU46,OUT035,1424.5946902777778
FDB57,OUT049,3753.0000993630574
FDV12,OUT049,1559.342975268817
FDQ58,OUT013,2649.1102324324333
NCA18,OUT017,1922.1493817142857
FDH52,OUT049,796.6402682539683
FDM24,OUT018,2232.84702184874
NCP43,OUT027,5329.3147244444435
NCO18,OUT019,425.93559145299156
FDM32,OUT017,1424.5946902777778
NCL07,OUT017,583.8145788617884
FDK03,OUT013,4034.3003068965513
FDP59,OUT017,1784.4287381818176
FDQ24,OUT049,4433.304032653059
FDQ16,OUT018,1372.6884907407407
FDU44,OUT013,2894.220710714286
FDH28,OUT010,92.67548155339804
FDV28,OUT019,92.67548155339804
FDM22,OUT045,935.0323883040932
FDR56,OUT046,3130.004904950494
FDV39,OUT049,2752.9709346534646
FDU37,OUT019,165.91858165137623
FDQ11,OUT010,584.7577647727271
FDX02,OUT045,3753.0000993630574
NCS42,OUT018,1259.549051315789
FDY57,OUT027,2517.882088484848
FDB21,OUT049,3454.0625591549287
FDE28,OUT017,3737.29577518248
FDQ55,OUT017,1922.1493817142857
FDA48,OUT049,3454.0625591549287
FDZ19,OUT045,2851.631695876289
NCC43,OUT045,4034.3003068965513
NCV18,OUT046,1481.8506141732278
NCA42,OUT018,2232.84702184874
FDY45,OUT046,4433.304032653059
NCC30,OUT045,2568.332833644861
FDM57,OUT013,1243.0689297709919
FDL09,OUT010,425.93559145299156
FDB09,OUT027,3242.062071532848
FDT44,OUT035,2142.7435709401716
NCT06,OUT027,4117.317712631578
FDX26,OUT049,3384.1080642424226
FDK32,OUT013,2660.950403030303
DRA12,OUT046,2309.200798
FDO46,OUT010,482.69954262295073
FDE52,OUT013,1424.5946902777778
NCH42,OUT045,4109.900606217617
FDV08,OUT035,677.1027476190474
FDB47,OUT018,3327.952582926828
FDC28,OUT010,281.48208181818177
FDD22,OUT046,1922.1493817142857
FDS07,OUT027,3242.062071532848
DRI13,OUT045,3753.0000993630574
FDG32,OUT018,3327.952582926828
FDU14,OUT017,4433.304032653059
FDD28,OUT019,165.91858165137623
NCP41,OUT017,1690.234086238532
FDS08,OUT049,2851.631695876289
FDX47,OUT045,2286.4132673684203
FDC53,OUT019,219.21852093023253
FDQ19,OUT035,4109.900606217617
FDL14,OUT045,2286.4132673684203
FDM33,OUT019,584.7577647727271
FDA51,OUT045,1827.8328454545453
FDZ27,OUT018,713.858654545455
FDT04,OUT046,677.1027476190474
DRC13,OUT049,2243.669596721311
FDR16,OUT027,5329.3147244444435
FDQ03,OUT027,6280.890879999999
FDE38,OUT035,2286.4132673684203
DRH23,OUT027,1378.2631852760742
FDT11,OUT019,482.69954262295073
FDD09,OUT035,2851.631695876289
FDR40,OUT045,1481.8506141732278
FDX07,OUT017,3384.1080642424226
FDR07,OUT035,1559.342975268817
FDA51,OUT017,1922.1493817142857
FDT59,OUT019,584.7577647727271
FDF20,OUT017,3130.004904950494
FDR13,OUT045,1827.8328454545453
FDY26,OUT049,3753.0000993630574
FDW04,OUT017,1987.251048648648
FDK52,OUT017,3737.29577518248
FDN60,OUT049,2894.220710714286
FDM09,OUT019,425.93559145299156
FDP46,OUT049,1259.549051315789
FDB50,OUT019,165.91858165137623
NCQ29,OUT049,4034.3003068965513
FDP16,OUT027,6280.890879999999
FDX33,OUT018,2232.84702184874
FDP07,OUT010,482.69954262295073
FDN22,OUT046,4034.3003068965513
FDF39,OUT049,4034.3003068965513
FDS21,OUT017,935.0323883040932
NCM42,OUT013,1879.0540499999997
FDK50,OUT019,425.93559145299156
DRF13,OUT027,4117.317712631578
FDH35,OUT018,2232.84702184874
FDP60,OUT018,1372.6884907407407
DRJ49,OUT027,3242.062071532848
NCT42,OUT019,346.8972837209302
FDE38,OUT049,2286.4132673684203
FDI04,OUT049,3130.004904950494
NCH54,OUT045,2894.220710714286
FDT56,OUT049,796.6402682539683
DRD15,OUT018,3327.952582926828
FDV58,OUT013,2893.8398258992797
FDP21,OUT049,3391.591252727272
FDH05,OUT013,3454.0625591549287
FDR10,OUT027,4117.317712631578
NCP06,OUT045,2453.7477006993004
FDF33,OUT049,1879.0540499999997
DRK37,OUT013,2893.8398258992797
DRH49,OUT045,1243.0689297709919
FDT58,OUT013,2286.4132673684203
FDD41,OUT018,1372.6884907407407
FDP40,OUT018,1372.6884907407407
FDM51,OUT027,2517.882088484848
FDO45,OUT010,219.21852093023253
FDW33,OUT010,219.21852093023253
FDY24,OUT045,935.0323883040932
FDB10,OUT010,584.7577647727271
FDM40,OUT035,2309.200798
NCI06,OUT017,3384.1080642424226
FDW12,OUT019,346.8972837209302
FDX48,OUT027,4117.317712631578
NCW05,OUT027,2517.882088484848
FDX27,OUT017,1559.342975268817
DRM37,OUT045,3130.004904950494
FDA38,OUT045,4109.900606217617
FDR36,OUT046,677.1027476190474
FDZ45,OUT046,3130.004904950494
FDG05,OUT017,2286.4132673684203
FDK28,OUT013,4433.304032653059
FDV47,OUT045,1424.5946902777778
FDN21,OUT045,2453.7477006993004
FDP20,OUT027,3242.062071532848
FDI35,OUT045,3384.1080642424226
DRY23,OUT013,507.046403669725
FDA56,OUT017,2243.669596721311
FDB09,OUT013,1987.251048648648
NCO26,OUT027,3242.062071532848
FDQ49,OUT018,2232.84702184874
FDI52,OUT027,3242.062071532848
FDZ44,OUT027,3242.062071532848
FDZ09,OUT018,2232.84702184874
FDY03,OUT049,1922.1493817142857
NCG42,OUT017,1987.251048648648
DRI13,OUT027,5329.3147244444435
FDQ32,OUT013,1987.251048648648
FDW16,OUT035,1424.5946902777778
FDU27,OUT046,798.217603539823
FDR28,OUT010,425.93559145299156
FDQ49,OUT010,346.8972837209302
FDS37,OUT046,1922.1493817142857
FDW26,OUT018,3327.952582926828
FDX12,OUT018,3327.952582926828
NCP06,OUT013,2453.7477006993004
FDW45,OUT010,346.8972837209302
NCN30,OUT049,1559.342975268817
FDN24,OUT049,796.6402682539683
NCL41,OUT027,1378.2631852760742
FDR02,OUT019,281.48208181818177
FDD09,OUT010,425.93559145299156
FDS33,OUT010,219.21852093023253
FDU22,OUT045,1827.8328454545453
FDI53,OUT013,2503.5013364485976
DRH01,OUT049,2568.332833644861
FDX32,OUT013,2309.200798
NCP30,OUT018,507.046403669725
FDB60,OUT045,3391.591252727272
FDB14,OUT049,1259.549051315789
NCP02,OUT035,935.0323883040932
FDJ10,OUT017,2309.200798
FDG34,OUT046,1784.4287381818176
NCB18,OUT017,1424.5946902777778
FDM16,OUT049,1103.1862133333332
FDW25,OUT018,1259.549051315789
FDB35,OUT010,219.21852093023253
DRN11,OUT013,2309.200798
FDF41,OUT019,584.7577647727271
FDH16,OUT045,1424.5946902777778
NCQ50,OUT018,3327.952582926828
DRH23,OUT018,796.6402682539683
DRJ37,OUT013,2286.4132673684203
DRJ24,OUT027,5329.3147244444435
FDY16,OUT035,3384.1080642424226
FDQ27,OUT045,1879.0540499999997
FDZ33,OUT045,2503.5013364485976
FDF29,OUT045,1827.8328454545453
FDA08,OUT049,2286.4132673684203
FDG31,OUT046,1103.1862133333332
FDE34,OUT019,482.69954262295073
NCR30,OUT027,1378.2631852760742
FDV33,OUT035,4034.3003068965513
DRZ24,OUT018,1752.2524400000002
NCL54,OUT035,2851.631695876289
FDR12,OUT049,3104.1898299065424
NCC54,OUT046,3454.0625591549287
DRN59,OUT013,798.217603539823
FDX50,OUT019,281.48208181818177
FDV31,OUT027,5329.3147244444435
NCA29,OUT027,4117.317712631578
FDW60,OUT049,2851.631695876289
FDX08,OUT017,3384.1080642424226
DRD49,OUT013,3454.0625591549287
FDD33,OUT046,3454.0625591549287
FDW35,OUT013,507.046403669725
FDJ36,OUT017,1784.4287381818176
FDV51,OUT035,2894.220710714286
FDW36,OUT046,1511.874771698113
FDH35,OUT046,2453.7477006993004
NCS30,OUT027,3242.062071532848
FDN49,OUT017,677.1027476190474
FDL08,OUT018,3327.952582926828
FDI09,OUT013,3454.0625591549287
FDP19,OUT018,1752.2524400000002
FDU21,OUT010,92.67548155339804
NCP41,OUT045,1690.234086238532
FDY10,OUT013,1922.1493817142857
FDP12,OUT018,507.046403669725
NCN26,OUT049,1922.1493817142857
FDK44,OUT013,2568.332833644861
FDC28,OUT049,1879.0540499999997
FDJ41,OUT027,6280.890879999999
NCT29,OUT035,1987.251048648648
NCH42,OUT019,584.7577647727271
FDU60,OUT018,2232.84702184874
FDS02,OUT045,3391.591252727272
FDC51,OUT046,2243.669596721311
FDU03,OUT013,3384.1080642424226
FDX39,OUT045,3753.0000993630574
NCY05,OUT010,92.67548155339804
NCL06,OUT027,6280.890879999999
FDD32,OUT035,1243.0689297709919
NCN41,OUT045,1827.8328454545453
NCX53,OUT049,2309.200798
FDU57,OUT019,346.8972837209302
FDQ23,OUT046,1879.0540499999997
FDQ52,OUT045,4433.304032653059
FDC14,OUT045,677.1027476190474
FDY09,OUT035,2568.332833644861
FDQ28,OUT045,2894.220710714286
FDV25,OUT046,3753.0000993630574
FDJ07,OUT035,1922.1493817142857
DRB25,OUT049,1511.874771698113
FDK52,OUT019,584.7577647727271
FDY52,OUT027,1378.2631852760742
FDB28,OUT046,3391.591252727272
FDT36,OUT035,583.8145788617884
FDV25,OUT017,3753.0000993630574
NCN07,OUT027,3242.062071532848
FDC57,OUT017,2939.3484761904742
FDQ03,OUT018,3327.952582926828
FDU23,OUT017,2894.220710714286
NCX41,OUT035,3753.0000993630574
NCD06,OUT035,798.217603539823
FDW08,OUT045,1511.874771698113
NCU29,OUT017,2649.1102324324333
NCE06,OUT013,2503.5013364485976
FDV52,OUT010,281.48208181818177
FDB02,OUT017,2851.631695876289
NCR18,OUT045,677.1027476190474
FDK16,OUT049,1559.342975268817
NCQ29,OUT010,584.7577647727271
FDZ01,OUT019,219.21852093023253
FDW27,OUT035,2503.5013364485976
FDD17,OUT018,3327.952582926828
FDW39,OUT013,2851.631695876289
DRH59,OUT045,1103.1862133333332
FDS52,OUT013,1690.234086238532
FDU40,OUT027,5329.3147244444435
NCF54,OUT013,2568.332833644861
FDH46,OUT045,1879.0540499999997
NCP14,OUT049,1879.0540499999997
FDH50,OUT049,3384.1080642424226
DRF15,OUT010,346.8972837209302
FDV27,OUT027,2517.882088484848
NCJ06,OUT049,2243.669596721311
FDN02,OUT018,3327.952582926828
FDQ51,OUT049,798.217603539823
FDQ07,OUT017,3737.29577518248
FDS45,OUT049,1879.0540499999997
NCJ06,OUT045,1827.8328454545453
FDD36,OUT035,1922.1493817142857
FDY25,OUT045,3384.1080642424226
FDU52,OUT046,2286.4132673684203
DRK47,OUT017,3737.29577518248
NCL30,OUT017,1987.251048648648
FDN22,OUT035,4034.3003068965513
NCF30,OUT027,3242.062071532848
FDK03,OUT035,4034.3003068965513
FDT45,OUT017,935.0323883040932
NCC54,OUT027,6280.890879999999
FDP08,OUT018,2893.8398258992797
FDU44,OUT046,2894.220710714286
DRG39,OUT035,935.0323883040932
FDU32,OUT049,2243.669596721311
FDY27,OUT049,2851.631695876289
NCP54,OUT013,2243.669596721311
